"id","ЄДРПОУ","Назва","Адреса","Область","Дата","Пользователь","Внесено","Всі лікарі, які можуть бути задіяні з COVID-19 (усі спеціальності)","Лікарі, які вже працюють з пацієнтами з COVID-19","Лікарів у денній зміні","Лікарів у нічній зміні","Всі медсестри","Медсестри, які вже працюють з пацієнтами з COVID-19","Медсестер у денній зміні","Медсестер у нічній зміні","Всього молодшого медичного персоналу","Молодшого медперсоналу, який вже працюють з пацієнтами з COVID-19","Молодшого медперсоналу у денній зміні","Молодшого медперсоналу у нічній зміні","Іншого персоналу та волонтерів, які задіяні у боротьбі з COVID-19","50-60","60-70","70-80","80+","Загалом, ліжок виділено для госпіталізації хворих з COVID-19","Інфекційних","Зайнято інфекційних","Реанімаційні / Інтенсивної терапії","Зайнято реанімаційні / інтенсивної терапії","Зайнято загалом хворими з COVID-19","Для пере-профілювання","Справних ШВЛ високого класу","Пацієнтів підключених до ШВЛ вис. класу, хворих на COVID-19","Пацієнтів підключених до ШВЛ сер. класу, хворих на COVID-19","Пацієнтів підключених до ШВЛ дитячих, хворих на COVID-19","ШВЛ високого класу підключено до пацієнтів","Справних ШВЛ середнього класу","ШВЛ середнього класу підключено до пацієнтів","Справних ШВЛ дитячих (0-6 років)","Пацієнтів підключених до ШВЛ дитячих","Справних портативних (транспортних) ШВЛ","Несправних ШВЛ (усіх видів)","Моніторів пацієнта поліфункціональних","Екстракорпоральних оксигенаторів (ЕКМО)","Екстракорпоральних оксигенаторів (ЕКМО) у використанні ( підключено до пацієнтів)","Апарат  «Штучна нирка» - є чи немає","Кількість кисневих концентраторів","Газоаналізатор крові - є чи немає","Халати ізоляційні одноразові залишок","Халати ізоляційні одноразові використано за добу","Респіратори класу захисту не менше FFP2 (FFP2, FFP3, N-95) залишок","Респіратори класу захисту не менше FFP2 (FFP2, FFP3, N-95) витрати на добу","Костюми біозахисту одноразові залишок","Костюми біозахисту одноразові залишок витрати на добу","Маски медичні (хірургічні) одноразові залишок","Маски медичні (хірургічні) одноразові  витрати на добу","Маски медичні багаторазові залишок","Маски медичні багаторазові витрати на добу","Захист очей  (захисні щитки та окуляри) одноразові залишок","Захист очей  (захисні щитки та окуляри) одноразові витрати на добу","Захист очей  (захисні щитки та окуляри) багаторазові залишок","Захист очей  (захисні щитки та окуляри) багаторазові витрати на добу","Рукавички нітрилові нетальковані (нестерильні) залишок","Рукавички нітрилові нетальковані оглядові (нестерильні) витрати на добу","Спиртовмісний антисептик залишок","Спиртовмісний антисептик витрати на добу","швидких тестів залишок","швидких тестів використано за добу","ПЦР залишок","ПЦР використано","Кількість тампонів та стерильних пробірок з транспортним середовищем залишок","Кількість тампонів та стерильних пробірок з транспортним середовищем використано за добу","З них анестезіологів","З них інфекціоністів","Кількість кисневих генераторів до ШВЛ","Рентген апарат","Наявність системи централізованого постачання кисню","1. Загальна кількість ліжок в закладі (ліжковий фонд)","1.1. з них з підведеним киснем (сумарно з концентраторами та централізованим постачанням)","1.1.1. з них реанімаційних/інтенсивної терапії","2. Ліжок виділено для госпіталізації хворих на COVID-19 загалом","2.1. з них з підведеним киснем (сумарно з концентраторами та централізованим постачанням)","2.1.1. з них реанімаційних/ інтенсивної терапії","2.2. з них дитячих","2.3. з них пологових","3. Ліжок для перепрофілювання загалом","3.1. з них з підведеним киснем (сумарно з концентраторами та централізованим постачанням)","3.1.1. з них реанімаційних/ інтенсивної терапії","1. Пацієнтів, хорих на COVID-19, загалом","1.1. з них, які займають ліжка без кисню (з переліку виділених для госпіталізації хворих на COVID-19)","1.2. з них, які займають дитячі ліжка","1.3. з них, які займають пологові ліжка","1.4. з них, які займають ліжка з підведеним киснем","1.4.1. з них, які займають ліжка реанімаційні/інтенсивної терапії ","2. Пацієнтів загалом з підозрою на COVID-19","2.1. з них, які займають дитячі ліжка","2.2. з них, які займають пологові ліжка","2.3. з них, які займають ліжка з підведеним киснем","3. Пацієнтів, хворих на COVID-19, що підключено до ШВЛ","4.  Пацієнтів, хорих на COVID-19, що підключено до ЕКМО","5. Пацієнтів з підозрою на COVID-19, що підключено до ШВЛ","6. Пацієнтів з підозрою на COVID-19, що підключено до ЕКМО","7. Кількість госпіталізованих з підтвердженим COVID-19 та з підозрою (за добу)","8. Кількість ліжок, що звільнилась за добу (виписані у випадку одужання, померлі, переведені до іншого (нековідного) відділення всередині лік"
"455154","03398983","Волинська обласна інфекційна лікарня","вул. Шевченка, 30","Волинська","28.12.2020 0:00:00","292","28.12.2020 9:35:53","24","16","14","2","86","28","18","10","61","19","13","6","20","47","26","5","0","0","0","0","0","0","0","0","3","2","0","0","2","3","0","0","0","2","0","13","0","0","0","56","1","0","0","8051","56","7502","50","178934","290","0","0","1210","0","506","0","8240","360","132","4","0","0","0","0","6510","40","8","14","2","1","1","180","138","6","167","138","6","10","0","0","0","0","49","29","2","0","18","4","16","2","0","5","2","0","0","0","1","1"
"455356","01983163","Волинська обласна клінічна лікарня","просп. Грушевського, буд.21","Волинська","28.12.2020 0:00:00","293","28.12.2020 10:34:51","68","33","22","11","108","60","38","22","99","55","36","19","38","164","7","0","0","0","0","0","0","0","0","0","7","5","0","0","5","9","0","0","0","1","1","18","0","0","0","26","1","2015","0","2485","0","2685","0","12810","0","0","0","1502","0","0","0","11742","0","146","0","0","0","0","0","3000","0","19","0","0","1","1","764","186","24","177","168","12","0","0","0","0","0","75","5","0","0","70","7","5","0","0","2","5","0","0","0","3","2"
"455198","01982940","Ковельське міськрайонне територіальне медичне об'єднання","вул.Олени Пчілки, 4","Волинська","28.12.2020 0:00:00","295","28.12.2020 9:45:24","254","21","12","9","260","66","46","20","64","20","15","5","19","210","59","17","1","0","0","0","0","0","0","0","3","0","0","0","0","4","0","0","0","1","0","10","0","0","1","26","1","4435","15","5665","5","3506","10","52088","200","930","0","300","0","528","0","74040","600","1538","8","116","0","0","0","3120","20","16","3","0","1","1","500","66","22","106","41","10","0","0","20","0","0","22","9","0","0","13","4","17","0","0","2","0","0","0","0","2","1"
"454877","37271416","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЛЮБОМЛЬСЬКЕ ТЕРИТОРІАЛЬНЕ МЕДИЧНЕ ОБ'ЄДНАННЯ ЛЮБОМЛЬСЬКОЇ РАЙОННОЇ РАДИ","с. Згорани, вул. Садова, буд. 30","Волинська","28.12.2020 0:00:00","296","28.12.2020 7:43:05","58","5","3","2","150","10","6","4","74","6","3","3","0","53","24","0","0","0","0","0","0","0","0","0","3","0","0","0","0","7","0","1","0","1","2","17","0","0","0","40","1","912","12","4996","17","1673","28","11735","68","0","0","253","1","366","1","16826","96","18","3","11","0","0","0","1058","0","5","2","0","1","1","165","161","6","80","80","6","0","0","11","11","0","9","3","0","0","6","1","3","0","0","0","0","0","0","0","1","0"
"455335","01983016","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО НОВОВОЛИНСЬКА ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ","пр-т Перемоги, 7","Волинська","28.12.2020 0:00:00","297","28.12.2020 10:30:25","14","9","7","2","34","24","16","8","12","10","7","3","3","5","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","4","0","1","0","3","0","14","0","0","1","37","1","7576","0","13539","0","7148","0","97858","0","5000","0","50","0","1000","0","20650","0","313","0","20","0","0","0","1919","30","4","1","4","1","1","300","69","8","63","60","8","0","0","32","0","0","34","25","0","0","9","5","4","0","0","1","0","0","0","0","3","0"
"456118","03399089","КОМУНАЛЬНЕ ПІДПРИЄМСТВО ЛУЦЬКИЙ КЛІНІЧНИЙ ПОЛОГОВИЙ БУДИНОК","вул.Гулака-Артемовського, буд. 18","Волинська","28.12.2020 0:00:00","298","28.12.2020 12:03:26","73","6","3","3","250","6","3","3","114","6","3","3","25","79","96","21","1","0","0","0","0","0","0","0","1","0","0","0","0","6","0","2","0","0","0","7","0","0","0","3","1","765","35","415","15","710","0","3960","40","0","0","0","0","370","0","6800","50","95","3","46","0","0","0","172","0","12","0","0","1","1","150","46","12","36","33","7","3","33","35","31","6","7","3","0","0","4","0","6","0","5","1","0","1","0","0","0","0"
"455285","38856054","Комунальний заклад Ківерцівське районне територіальне об'єднання","м. Ківерці, вул. Філатова, буд. 6","Волинська","28.12.2020 0:00:00","299","28.12.2020 10:13:56","7","3","3","1","6","7","4","3","4","7","4","3","0","91","36","10","1","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","3","0","0","0","43","0","2300","0","4340","0","724","0","14850","0","0","0","435","0","0","0","14900","0","155","0","0","0","2338","0","0","0","0","0","0","1","0","156","49","6","95","49","6","0","0","0","0","0","9","0","0","0","9","1","5","0","0","2","0","0","0","0","2","0"
"455353","01985127","Комунальний заклад Дитяча міська клінічна лікарня №6","вул. Караваєва, 68","Дніпропетровська","28.12.2020 0:00:00","300","28.12.2020 10:34:03","24","3","2","1","53","2","2","2","49","2","2","2","4","100","19","11","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","6","0","2","0","8","0","0","0","28","1","2305","23","6668","90","1449","46","21207","161","1196","0","90","0","696","0","20320","254","504","1","2","0","0","0","172","32","7","2","0","1","1","235","146","6","150","120","6","150","0","0","0","0","11","5","5","0","1","1","36","32","0","2","0","0","1","0","5","3"
"455377","01985423","Комунальний заклад Дніпропетровська обласна клінічна лікарня ім.І.І.Мечникова","пл.Жовтнева, буд.14","Дніпропетровська","28.12.2020 0:00:00","301","28.12.2020 10:41:11","48","30","12","8","88","64","16","8","44","36","14","8","0","2","7","0","0","0","0","0","0","0","0","0","16","3","0","0","3","35","0","1","0","11","27","44","0","0","1","199","1","6790","300","1950","200","530","100","7100","600","0","0","0","0","898","50","88000","1400","1503","16","100","0","3500","600","100","0","21","0","0","1","1","1175","317","60","190","190","20","0","6","0","0","0","66","14","0","6","46","11","4","0","0","0","3","0","0","0","3","4"
"455372","01986115","Комунальний заклад Криворізька інфекційна лікарня №1 Дніпропетровської обласної ради","вул. Олейникова, 5","Дніпропетровська","28.12.2020 0:00:00","302","28.12.2020 10:39:41","30","15","13","2","87","23","12","11","63","17","10","7","0","50","15","2","0","0","0","0","0","0","0","0","0","0","0","0","0","28","0","0","0","2","0","20","0","0","0","101","1","0","0","908","49","5344","256","134981","488","0","0","0","0","1428","0","16530","156","180","5","613","12","0","0","0","0","6","14","1","1","1","180","133","12","180","133","12","0","0","0","0","0","93","16","0","0","77","11","52","0","0","10","0","0","0","0","7","2"
"455265","01985995","КОМУНАЛЬНИЙ ЗАКЛАД КРИВОРІЗЬКА МІСЬКА ЛІКАРНЯ №7 КРИВОРІЗЬКОЇ МІСЬКОЇ РАДИ","вул. Маршака, буд. 1А","Дніпропетровська","28.12.2020 0:00:00","303","28.12.2020 10:07:47","40","12","8","4","72","93","73","20","66","61","49","12","66","49","24","6","0","0","0","0","0","0","0","0","9","0","0","0","2","4","0","0","0","0","1","6","0","0","0","45","0","197","40","4193","34","963","40","99000","252","250","0","318","0","1235","0","3178","300","188","1","617","4","0","0","4536","4","1","1","0","1","1","230","105","9","150","105","9","0","20","0","0","0","47","32","0","0","15","3","65","0","0","19","0","0","2","0","5","2"
"456211","01280527","Комунальне некомерційне підприємство ""Мiська клiнiчна лiкарня № 4"" Дніпровської міської ради""","49102, Дніпропетровська обл., місто Дніпро, вулиця. Ближня, будинок 31","Дніпропетровська","28.12.2020 0:00:00","304","28.12.2020 12:54:21","30","24","14","10","61","26","16","10","45","22","10","12","5","0","1","0","0","0","0","0","0","0","0","0","6","2","0","0","0","6","0","0","0","0","0","12","0","0","1","128","1","4021","55","1848","43","474","30","35893","280","0","0","0","0","425","0","115150","1090","302","0","0","0","0","0","0","0","10","0","4","1","1","745","140","12","200","140","12","0","0","0","0","0","85","46","0","0","39","10","17","0","0","8","2","0","0","0","2","0"
"456085","01984624","Комунальний заклад Міська клінічна лікарня №16","вул. Героїв Сталінграду, 19","Дніпропетровська","28.12.2020 0:00:00","305","28.12.2020 11:49:07","60","30","15","15","60","56","30","26","40","40","30","10","0","40","35","3","0","0","0","0","0","0","0","0","9","3","0","0","4","10","0","0","0","0","0","19","1","0","0","86","1","2750","10","21100","50","1910","10","10300","100","250","0","0","0","419","0","5100","100","252","2","38","0","0","0","1360","20","10","2","0","1","0","350","130","10","185","130","13","0","0","0","0","0","84","0","0","0","22","8","51","0","0","22","4","0","1","0","2","0"
"456016","01984659","Комунальний заклад міська клінічна лікарня №21 ім.проф. Є.Г.Попкової","вул. Канатна, 17","Дніпропетровська","28.12.2020 0:00:00","306","28.12.2020 11:24:15","40","16","16","3","76","12","12","11","64","20","20","8","70","62","35","10","0","0","0","0","0","0","0","0","17","2","1","0","2","18","1","1","0","7","0","39","0","0","0","151","1","5454","0","32195","250","5651","120","69364","1100","0","0","0","0","2778","0","35336","1100","19077","4","172","0","0","0","90755","1070","6","34","0","1","1","250","245","12","250","245","12","0","0","0","0","0","146","81","0","0","65","4","3","0","0","0","3","0","0","0","1","0"
"456029","01984441","Комунальне некомерційне підприємство ""Міська клінічна лікарня № 6"" Дніпровської міської ради""","49074, Дніпропетровська обл., місто Дніпро, вулиця Батумська, будинок 13","Дніпропетровська","28.12.2020 0:00:00","307","28.12.2020 11:27:45","28","11","8","3","53","53","43","10","40","25","15","8","0","143","95","26","0","0","0","0","0","0","0","0","5","0","0","0","0","11","0","0","0","0","11","14","0","0","0","165","0","5500","50","8120","100","420","0","40900","350","0","0","0","0","482","0","30700","300","586","0","0","0","0","0","826","18","4","0","4","1","1","479","220","9","300","210","8","0","0","0","0","0","127","85","0","0","42","2","66","0","0","20","0","0","0","0","11","0"
"456176","01987273","КОМУНАЛЬНИЙ ЗАКЛАД НОВОМОСКОВСЬКА ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ ","вул. Сучкова, буд. 40","Дніпропетровська","28.12.2020 0:00:00","308","28.12.2020 12:28:45","83","16","11","5","153","28","18","10","80","18","12","6","0","63","51","4","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","1","5","8","0","0","0","52","0","8437","39","5167","0","3604","25","117849","340","189","0","0","0","243","0","20018","536","86","1","212","0","0","0","17585","110","5","1","0","1","1","210","119","6","170","119","6","5","0","0","0","0","37","15","0","0","22","2","24","0","0","13","0","0","0","0","1","1"
"456141","01987416","Комунальний заклад Першотравенська центральна міська лікарня Дніпропетровської обласної ради","вул. Леніна, буд.1","Дніпропетровська","28.12.2020 0:00:00","309","28.12.2020 12:12:04","24","8","5","2","43","16","10","6","42","13","8","5","0","82","25","12","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","2","0","0","0","10","0","0","0","83","0","4465","0","5455","0","177","0","14100","200","430","0","137","0","295","0","27022","0","378","0","655","23","0","0","30","0","4","2","0","1","1","145","103","8","145","103","8","0","0","0","0","0","25","14","0","0","11","1","15","0","0","10","0","0","0","0","1","5"
"456048","01989160","Комунальне некомерційне підприємство ""Синельникiвська центральна міська лiкарня"" Синельниківської міської ради""","52500, Дніпропетровська обл., місто Синельникове, вулиця Миру, будинок 52","Дніпропетровська","28.12.2020 0:00:00","310","28.12.2020 11:33:46","18","18","10","8","41","41","21","20","30","30","18","12","13","12","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","15","1","0","0","0","0","13","0","0","0","75","0","2419","11","609","41","1440","0","51215","185","1500","0","0","0","768","0","29338","362","178","2","50","0","0","0","1834","12","4","2","0","1","1","225","134","10","110","110","10","0","0","0","0","0","55","9","0","0","46","9","10","0","0","10","1","0","0","0","4","0"
"456116","05411245","КНП Кам`янської міської ради Міська лікарня № 7 ","51900, Дніпропетровська обл., м. Кам’янське,  вул. Сергія Слісаренко, 3","Дніпропетровська","28.12.2020 0:00:00","311","28.12.2020 12:02:47","38","10","9","7","112","21","20","17","34","12","12","9","19","48","20","0","0","0","0","0","0","0","0","0","2","0","2","0","0","21","2","0","0","0","0","11","0","0","0","322","1","460","20","2900","200","1340","20","65600","200","700","0","0","0","750","0","7700","600","1025","2","95","0","0","0","590","0","10","6","0","1","1","425","356","9","425","356","9","0","0","0","0","0","86","32","0","0","54","8","13","0","0","11","2","0","0","0","5","5"
"455152","23644906","КНП “Мiська клiнiчна лiкарня № 8” Дніпровської міської ради ","49100, Дніпропетровська обл., місто Дніпро, вул. Космічна, будинок 19","Дніпропетровська","28.12.2020 0:00:00","312","28.12.2020 9:35:22","53","0","0","0","65","0","0","0","37","0","0","0","0","37","33","10","1","0","0","0","0","0","0","0","13","0","0","0","0","5","0","0","0","0","0","8","0","0","0","59","0","598","0","608","0","21","0","0","0","16740","20","0","0","479","0","305","42","56","1","40","0","0","0","0","0","4","2","0","0","1","235","165","4","235","165","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
