"id","ЄДРПОУ","Назва","Адреса","Область","Дата","Пользователь","Внесено","Всі лікарі, які можуть бути задіяні з COVID-19 (усі спеціальності)","Лікарі, які вже працюють з пацієнтами з COVID-19","Лікарів у денній зміні","Лікарів у нічній зміні","Всі медсестри","Медсестри, які вже працюють з пацієнтами з COVID-19","Медсестер у денній зміні","Медсестер у нічній зміні","Всього молодшого медичного персоналу","Молодшого медперсоналу, який вже працюють з пацієнтами з COVID-19","Молодшого медперсоналу у денній зміні","Молодшого медперсоналу у нічній зміні","Іншого персоналу та волонтерів, які задіяні у боротьбі з COVID-19","50-60","60-70","70-80","80+","Загалом, ліжок виділено для госпіталізації хворих з COVID-19","Інфекційних","Зайнято інфекційних","Реанімаційні / Інтенсивної терапії","Зайнято реанімаційні / інтенсивної терапії","Зайнято загалом хворими з COVID-19","Для пере-профілювання","Справних ШВЛ високого класу","Пацієнтів підключених до ШВЛ вис. класу, хворих на COVID-19","Пацієнтів підключених до ШВЛ сер. класу, хворих на COVID-19","Пацієнтів підключених до ШВЛ дитячих, хворих на COVID-19","ШВЛ високого класу підключено до пацієнтів","Справних ШВЛ середнього класу","ШВЛ середнього класу підключено до пацієнтів","Справних ШВЛ дитячих (0-6 років)","Пацієнтів підключених до ШВЛ дитячих","Справних портативних (транспортних) ШВЛ","Несправних ШВЛ (усіх видів)","Моніторів пацієнта поліфункціональних","Екстракорпоральних оксигенаторів (ЕКМО)","Екстракорпоральних оксигенаторів (ЕКМО) у використанні ( підключено до пацієнтів)","Апарат  «Штучна нирка» - є чи немає","Кількість кисневих концентраторів","Газоаналізатор крові - є чи немає","Халати ізоляційні одноразові залишок","Халати ізоляційні одноразові використано за добу","Респіратори класу захисту не менше FFP2 (FFP2, FFP3, N-95) залишок","Респіратори класу захисту не менше FFP2 (FFP2, FFP3, N-95) витрати на добу","Костюми біозахисту одноразові залишок","Костюми біозахисту одноразові залишок витрати на добу","Маски медичні (хірургічні) одноразові залишок","Маски медичні (хірургічні) одноразові  витрати на добу","Маски медичні багаторазові залишок","Маски медичні багаторазові витрати на добу","Захист очей  (захисні щитки та окуляри) одноразові залишок","Захист очей  (захисні щитки та окуляри) одноразові витрати на добу","Захист очей  (захисні щитки та окуляри) багаторазові залишок","Захист очей  (захисні щитки та окуляри) багаторазові витрати на добу","Рукавички нітрилові нетальковані (нестерильні) залишок","Рукавички нітрилові нетальковані оглядові (нестерильні) витрати на добу","Спиртовмісний антисептик залишок","Спиртовмісний антисептик витрати на добу","швидких тестів залишок","швидких тестів використано за добу","ПЦР залишок","ПЦР використано","Кількість тампонів та стерильних пробірок з транспортним середовищем залишок","Кількість тампонів та стерильних пробірок з транспортним середовищем використано за добу","З них анестезіологів","З них інфекціоністів","Кількість кисневих генераторів до ШВЛ","Рентген апарат","Наявність системи централізованого постачання кисню","1. Загальна кількість ліжок в закладі (ліжковий фонд)","1.1. з них з підведеним киснем (сумарно з концентраторами та централізованим постачанням)","1.1.1. з них реанімаційних/інтенсивної терапії","2. Ліжок виділено для госпіталізації хворих на COVID-19 загалом","2.1. з них з підведеним киснем (сумарно з концентраторами та централізованим постачанням)","2.1.1. з них реанімаційних/ інтенсивної терапії","2.2. з них дитячих","2.3. з них пологових","3. Ліжок для перепрофілювання загалом","3.1. з них з підведеним киснем (сумарно з концентраторами та централізованим постачанням)","3.1.1. з них реанімаційних/ інтенсивної терапії","1. Пацієнтів, хорих на COVID-19, загалом","1.1. з них, які займають ліжка без кисню (з переліку виділених для госпіталізації хворих на COVID-19)","1.2. з них, які займають дитячі ліжка","1.3. з них, які займають пологові ліжка","1.4. з них, які займають ліжка з підведеним киснем","1.4.1. з них, які займають ліжка реанімаційні/інтенсивної терапії ","2. Пацієнтів загалом з підозрою на COVID-19","2.1. з них, які займають дитячі ліжка","2.2. з них, які займають пологові ліжка","2.3. з них, які займають ліжка з підведеним киснем","3. Пацієнтів, хворих на COVID-19, що підключено до ШВЛ","4.  Пацієнтів, хорих на COVID-19, що підключено до ЕКМО","5. Пацієнтів з підозрою на COVID-19, що підключено до ШВЛ","6. Пацієнтів з підозрою на COVID-19, що підключено до ЕКМО","7. Кількість госпіталізованих з підтвердженим COVID-19 та з підозрою (за добу)","8. Кількість ліжок, що звільнилась за добу (виписані у випадку одужання, померлі, переведені до іншого (нековідного) відділення всередині лік"
"457743","03398983","Волинська обласна інфекційна лікарня","вул. Шевченка, 30","Волинська","29.12.2020 0:00:00","292","29.12.2020 10:21:43","24","16","14","2","86","28","18","10","61","19","13","6","20","47","26","5","0","0","0","0","0","0","0","0","3","2","0","0","2","3","0","0","0","2","0","13","0","0","0","56","1","0","0","7995","56","7452","50","178644","290","0","0","1210","0","506","0","8080","160","128","4","0","0","0","0","6480","30","8","14","2","1","1","180","178","6","167","167","6","10","0","0","0","0","55","35","0","0","20","4","21","3","0","5","2","0","0","0","15","4"
"457692","01983163","Волинська обласна клінічна лікарня","просп. Грушевського, буд.21","Волинська","29.12.2020 0:00:00","293","29.12.2020 10:11:31","68","33","22","11","108","60","38","22","99","55","36","19","38","164","7","0","0","0","0","0","0","0","0","0","7","5","0","0","5","9","0","0","0","1","1","18","0","0","0","26","1","1995","20","2215","270","2555","130","12260","550","0","0","1487","15","0","0","10492","1250","143","3","0","0","0","0","2866","134","19","0","0","1","1","764","186","24","177","168","12","0","0","0","0","0","70","6","0","0","64","7","5","0","0","3","5","0","0","0","6","11"
"457575","01982940","Ковельське міськрайонне територіальне медичне об'єднання","вул.Олени Пчілки, 4","Волинська","29.12.2020 0:00:00","295","29.12.2020 9:37:34","254","21","12","9","260","66","46","20","64","20","15","5","19","210","59","17","1","0","0","0","0","0","0","0","3","0","0","0","0","4","0","0","0","1","0","10","0","0","1","26","1","4420","15","5630","35","3486","20","51808","280","930","0","290","10","528","0","73400","640","1530","8","428","3","0","0","2960","160","16","3","0","1","1","500","66","22","106","41","10","0","0","20","0","0","16","7","0","0","9","2","16","0","0","1","0","0","0","0","3","10"
"457992","37271416","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЛЮБОМЛЬСЬКЕ ТЕРИТОРІАЛЬНЕ МЕДИЧНЕ ОБ'ЄДНАННЯ ЛЮБОМЛЬСЬКОЇ РАЙОННОЇ РАДИ","с. Згорани, вул. Садова, буд. 30","Волинська","29.12.2020 0:00:00","296","29.12.2020 11:54:59","58","5","3","2","150","10","6","4","74","6","3","3","0","53","24","0","0","0","0","0","0","0","0","0","3","0","0","0","0","7","0","1","0","1","2","17","0","0","0","40","1","900","12","4975","21","1641","32","11649","86","0","0","252","1","365","1","16716","110","14","4","11","0","0","0","1058","0","5","2","0","1","1","165","161","6","80","80","6","0","0","11","11","0","7","0","0","0","6","0","4","0","0","3","0","0","0","0","1","4"
"457821","01983016","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО НОВОВОЛИНСЬКА ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ","пр-т Перемоги, 7","Волинська","29.12.2020 0:00:00","297","29.12.2020 10:47:27","14","9","7","2","34","24","16","8","12","10","7","3","3","5","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","4","0","1","0","3","0","14","0","0","1","37","1","7576","0","13539","0","7148","0","97858","0","5000","0","50","0","1000","0","20650","0","313","0","20","0","0","0","1909","10","4","1","4","1","1","300","69","8","63","60","8","0","0","32","0","0","29","20","0","0","9","4","5","0","0","2","0","0","0","0","2","6"
"457786","03399089","КОМУНАЛЬНЕ ПІДПРИЄМСТВО ЛУЦЬКИЙ КЛІНІЧНИЙ ПОЛОГОВИЙ БУДИНОК","вул.Гулака-Артемовського, буд. 18","Волинська","29.12.2020 0:00:00","298","29.12.2020 10:35:48","73","6","3","3","250","6","3","3","114","6","3","3","25","79","96","21","1","0","0","0","0","0","0","0","1","0","0","0","0","6","0","2","0","0","0","7","0","0","0","3","1","730","35","400","15","710","0","3920","40","0","0","0","0","370","0","6750","50","92","3","46","0","0","0","164","8","12","0","0","1","1","150","46","12","36","33","7","3","33","35","31","6","6","3","0","0","3","0","6","0","5","1","0","1","0","0","1","1"
"457615","38856054","Комунальний заклад Ківерцівське районне територіальне об'єднання","м. Ківерці, вул. Філатова, буд. 6","Волинська","29.12.2020 0:00:00","299","29.12.2020 9:48:59","7","3","3","1","6","7","4","3","4","7","4","3","0","91","36","10","1","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","3","0","0","0","43","0","2300","0","4340","0","724","0","14850","0","0","0","435","0","0","0","14900","0","155","0","0","0","2338","0","0","0","0","0","0","1","0","156","49","6","95","49","6","0","0","0","0","0","10","0","0","0","10","1","6","0","0","3","0","0","0","0","2","0"
"457672","01985127","Комунальний заклад Дитяча міська клінічна лікарня №6","вул. Караваєва, 68","Дніпропетровська","29.12.2020 0:00:00","300","29.12.2020 10:06:17","24","3","2","1","53","2","2","2","49","2","2","2","4","100","19","11","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","6","0","2","0","8","0","0","0","28","1","2277","28","7532","36","2912","37","31077","130","1196","0","90","0","696","0","42120","0","502","2","51","1","0","0","150","26","7","2","0","1","1","235","146","6","150","120","6","150","0","0","0","0","7","3","3","0","1","1","32","30","0","2","0","0","0","0","6","9"
"457791","01985423","Комунальний заклад Дніпропетровська обласна клінічна лікарня ім.І.І.Мечникова","пл.Жовтнева, буд.14","Дніпропетровська","29.12.2020 0:00:00","301","29.12.2020 10:37:02","48","30","12","8","88","64","16","8","44","36","14","8","0","2","7","0","0","0","0","0","0","0","0","0","18","2","0","0","2","35","0","1","0","11","27","48","0","0","1","199","1","6750","300","1950","200","1530","100","7100","600","0","0","0","0","807","50","88000","1400","1503","16","98","0","3500","600","100","0","21","0","0","1","1","1175","317","60","190","190","20","0","8","0","0","0","58","10","0","8","40","9","7","0","0","0","2","0","0","0","9","9"
"457737","01986115","Комунальний заклад Криворізька інфекційна лікарня №1 Дніпропетровської обласної ради","вул. Олейникова, 5","Дніпропетровська","29.12.2020 0:00:00","302","29.12.2020 10:19:57","30","15","13","2","87","23","12","11","63","17","10","7","0","50","15","2","0","0","0","0","0","0","0","0","0","0","0","0","0","28","0","0","0","2","0","20","0","0","0","101","1","0","0","860","48","5117","227","133807","1174","0","0","0","0","1428","0","15712","818","175","5","593","20","0","0","0","0","6","14","1","1","1","180","133","12","180","133","12","0","0","0","0","0","89","22","0","0","67","9","49","0","0","10","0","0","0","0","16","23"
"457466","01985995","КОМУНАЛЬНИЙ ЗАКЛАД КРИВОРІЗЬКА МІСЬКА ЛІКАРНЯ №7 КРИВОРІЗЬКОЇ МІСЬКОЇ РАДИ","вул. Маршака, буд. 1А","Дніпропетровська","29.12.2020 0:00:00","303","29.12.2020 9:07:58","40","12","8","4","72","93","73","20","66","61","49","12","66","49","24","6","0","0","0","0","0","0","0","0","9","0","0","0","1","4","0","0","0","0","1","6","0","0","0","45","0","146","51","4159","34","924","39","99698","302","250","0","318","0","1235","0","2902","276","187","1","611","6","0","0","4521","15","1","1","0","1","1","230","105","9","150","105","9","0","20","0","0","0","53","37","0","0","16","4","60","0","0","12","0","0","1","0","7","6"
"458054","01280527","Комунальне некомерційне підприємство ""Мiська клiнiчна лiкарня № 4"" Дніпровської міської ради""","49102, Дніпропетровська обл., місто Дніпро, вулиця. Ближня, будинок 31","Дніпропетровська","29.12.2020 0:00:00","304","29.12.2020 12:33:47","30","24","14","10","61","26","16","10","45","22","10","12","5","0","1","0","0","0","0","0","0","0","0","0","6","2","0","0","0","6","0","0","0","0","0","12","0","0","1","128","1","3931","90","1798","50","459","15","35493","400","0","0","0","0","425","0","113650","1500","300","2","0","0","0","0","0","0","10","0","4","1","1","745","140","12","200","140","12","0","0","0","0","0","81","33","0","0","40","10","24","0","0","8","2","0","0","0","10","16"
"457802","01984624","Комунальний заклад Міська клінічна лікарня №16","вул. Героїв Сталінграду, 19","Дніпропетровська","29.12.2020 0:00:00","305","29.12.2020 10:39:15","60","30","15","15","60","56","30","26","40","40","30","10","0","40","35","3","0","0","0","0","0","0","0","0","9","3","0","0","4","10","0","0","0","0","0","19","1","0","0","86","1","2740","10","21050","50","1900","10","10200","100","250","0","0","0","419","0","5000","100","250","2","38","0","0","0","1330","30","10","2","0","1","0","350","130","10","185","130","13","0","0","0","0","0","73","0","0","0","25","11","51","0","0","23","3","0","1","0","14","25"
"457960","01984659","Комунальний заклад міська клінічна лікарня №21 ім.проф. Є.Г.Попкової","вул. Канатна, 17","Дніпропетровська","29.12.2020 0:00:00","306","29.12.2020 11:40:38","40","16","16","3","76","14","14","11","64","18","18","7","70","62","35","10","0","0","0","0","0","0","0","0","17","0","2","0","0","18","2","1","0","7","0","39","0","0","0","151","1","5454","0","32195","0","5651","0","69364","0","0","0","0","0","2778","0","35336","0","19077","0","172","0","0","0","89957","798","6","34","0","1","1","250","245","12","250","245","12","0","0","0","0","0","139","73","0","0","66","5","5","0","0","0","2","0","0","0","12","17"
"457892","01984441","Комунальне некомерційне підприємство ""Міська клінічна лікарня № 6"" Дніпровської міської ради""","49074, Дніпропетровська обл., місто Дніпро, вулиця Батумська, будинок 13","Дніпропетровська","29.12.2020 0:00:00","307","29.12.2020 11:14:51","28","11","8","3","53","53","43","10","40","25","15","8","0","143","95","26","0","0","0","0","0","0","0","0","5","0","0","0","0","11","0","0","0","0","11","14","0","0","0","165","0","5500","0","8120","0","420","0","40900","0","0","0","0","0","482","0","30700","0","586","0","0","0","0","0","784","42","4","0","4","1","1","479","220","9","300","210","8","0","0","0","0","0","135","91","0","0","44","3","11","0","0","6","0","0","0","0","20","26"
"458058","01987273","КОМУНАЛЬНИЙ ЗАКЛАД НОВОМОСКОВСЬКА ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ ","вул. Сучкова, буд. 40","Дніпропетровська","29.12.2020 0:00:00","308","29.12.2020 12:36:30","83","16","11","5","153","28","18","10","80","18","12","6","0","63","51","4","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","1","5","8","0","0","0","52","0","8422","15","5167","0","3589","15","117676","173","189","0","0","0","243","0","19851","167","86","0","212","0","0","0","17510","75","5","1","0","1","1","210","119","6","170","119","6","5","0","0","0","0","34","18","0","0","16","2","37","0","0","11","0","0","0","0","12","12"
"458012","01987416","Комунальний заклад Першотравенська центральна міська лікарня Дніпропетровської обласної ради","вул. Леніна, буд.1","Дніпропетровська","29.12.2020 0:00:00","309","29.12.2020 12:01:51","24","8","5","2","43","16","10","6","42","13","8","5","0","82","25","12","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","2","0","0","0","10","0","0","0","83","0","4465","0","5455","0","177","0","13900","200","430","0","137","0","295","0","27022","0","374","4","650","5","0","0","30","0","4","2","0","1","1","145","103","8","145","103","8","0","0","0","0","0","22","10","0","0","12","2","20","0","0","16","0","0","0","0","8","6"
"457873","01989160","Комунальне некомерційне підприємство ""Синельникiвська центральна міська лiкарня"" Синельниківської міської ради""","52500, Дніпропетровська обл., місто Синельникове, вулиця Миру, будинок 52","Дніпропетровська","29.12.2020 0:00:00","310","29.12.2020 11:06:26","18","18","10","8","41","41","21","20","30","30","18","12","13","12","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","13","0","0","0","75","0","2414","5","2575","34","1440","0","51163","52","1500","0","0","0","768","0","29116","111","176","2","50","0","0","0","1822","12","4","2","0","1","1","225","134","10","110","110","10","0","0","0","0","0","55","12","0","0","43","8","15","0","0","15","0","0","0","0","8","7"
"457980","05411245","КНП Кам`янської міської ради Міська лікарня № 7 ","51900, Дніпропетровська обл., м. Кам’янське,  вул. Сергія Слісаренко, 3","Дніпропетровська","29.12.2020 0:00:00","311","29.12.2020 11:49:40","40","20","20","7","112","30","30","17","34","19","19","9","19","48","20","0","0","0","0","0","0","0","0","0","2","0","2","0","0","21","2","0","0","0","0","11","0","0","0","322","1","440","20","2600","300","1300","40","65300","300","700","0","0","0","750","0","7100","600","1023","2","90","5","0","0","550","40","10","6","0","1","1","425","356","9","425","356","9","0","0","0","0","0","80","28","0","0","52","7","12","0","0","11","2","0","0","0","20","29"
"457550","23644906","КНП “Мiська клiнiчна лiкарня № 8” Дніпровської міської ради ","49100, Дніпропетровська обл., місто Дніпро, вул. Космічна, будинок 19","Дніпропетровська","29.12.2020 0:00:00","312","29.12.2020 9:32:16","53","0","0","0","65","0","0","0","37","0","0","0","0","37","33","10","1","0","0","0","0","0","0","0","13","0","0","0","0","5","0","0","0","0","0","8","0","0","0","59","0","598","0","608","0","21","0","0","0","16720","20","0","0","479","0","222","83","56","0","40","0","0","0","0","0","4","2","0","0","1","235","165","4","235","165","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
